geo_name,date_year,date_month,vessel_type,total,UA,RU,longitude,latitude,iso2
ADLER (RU),2021,11,Cargo,1,1,1,39.933333,43.433333,RU
AIN SUKHNA TERMINAL (EG),2021,8,Tanker,21,0,2,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,8,Cargo,4,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,9,Tanker,16,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,9,Cargo,5,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,10,Cargo,10,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,10,Tanker,16,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,11,Cargo,5,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,11,Tanker,12,0,2,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,12,Tanker,6,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2021,12,Cargo,4,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,1,Tanker,14,1,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,1,Cargo,5,1,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,2,Tanker,8,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,2,Cargo,4,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,3,Cargo,6,1,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,3,Tanker,7,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,4,Cargo,11,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,4,Tanker,22,0,2,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,5,Cargo,6,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,5,Tanker,23,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,6,Tanker,29,0,3,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,6,Cargo,5,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,7,Tanker,24,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,7,Cargo,13,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,8,Cargo,13,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,8,Tanker,27,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,9,Tanker,28,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,9,Cargo,7,0,0,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,10,Tanker,26,0,1,32.366667,29.583333,EG
AIN SUKHNA TERMINAL (EG),2022,10,Cargo,8,0,1,32.366667,29.583333,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,7,Tanker,1,0,0,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,8,Cargo,195,22,24,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,8,Tanker,85,4,9,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,9,Cargo,187,29,33,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,9,Tanker,79,9,17,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,10,Tanker,69,5,7,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,10,Cargo,192,37,30,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,11,Tanker,72,2,5,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,11,Cargo,170,31,38,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,12,Tanker,79,6,11,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,12,Cargo,192,28,33,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,1,Cargo,244,28,28,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,1,Tanker,65,4,11,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,2,Tanker,70,3,19,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,2,Cargo,225,19,28,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,3,Tanker,68,2,10,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,3,Cargo,260,25,37,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,4,Cargo,215,4,30,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,4,Tanker,77,1,11,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,5,Cargo,202,9,34,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,5,Tanker,70,1,3,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,6,Tanker,83,1,9,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,6,Cargo,216,7,35,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,7,Cargo,206,6,23,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,7,Tanker,71,2,7,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,8,Tanker,74,4,6,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,8,Cargo,224,11,42,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,9,Cargo,222,16,39,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,9,Tanker,84,5,3,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,10,Cargo,237,19,42,29.833333,31.166667,EG
AL ISKANDARIYH (ALEXANDRIA) (EG),2022,10,Tanker,66,5,4,29.833333,31.166667,EG
AL KHAIR OIL TERMINAL (SD),2021,7,Tanker,1,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,8,Tanker,20,0,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,8,Cargo,48,1,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,9,Cargo,47,4,2,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,9,Tanker,23,1,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,10,Cargo,45,3,7,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,10,Tanker,10,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,11,Cargo,47,2,3,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,11,Tanker,17,2,2,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,12,Cargo,44,1,2,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2021,12,Tanker,17,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,1,Cargo,50,2,3,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,1,Tanker,15,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,2,Cargo,52,3,4,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,2,Tanker,15,2,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,3,Cargo,65,1,4,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,3,Tanker,18,0,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,4,Cargo,66,0,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,4,Tanker,17,0,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,5,Cargo,68,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,5,Tanker,16,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,6,Cargo,67,0,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,6,Tanker,14,0,0,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,7,Cargo,53,0,5,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,7,Tanker,17,0,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,8,Tanker,15,0,2,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,8,Cargo,47,0,2,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,9,Cargo,45,1,2,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,9,Tanker,15,1,1,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,10,Cargo,51,0,7,37.25,19.583333,SD
AL KHAIR OIL TERMINAL (SD),2022,10,Tanker,18,0,1,37.25,19.583333,SD
AL QUSAYR (EG),2021,8,Cargo,3,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2021,9,Cargo,2,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2021,10,Cargo,3,1,0,34.283333,26.1,EG
AL QUSAYR (EG),2021,11,Cargo,2,0,1,34.283333,26.1,EG
AL QUSAYR (EG),2021,12,Cargo,5,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,1,Cargo,5,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,2,Cargo,4,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,3,Cargo,3,0,1,34.283333,26.1,EG
AL QUSAYR (EG),2022,4,Cargo,4,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,5,Cargo,2,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,6,Cargo,3,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,7,Cargo,1,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,8,Tanker,1,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,9,Tanker,1,0,0,34.283333,26.1,EG
AL QUSAYR (EG),2022,10,Cargo,4,0,0,34.283333,26.1,EG
ALUSHTA (UA),2021,9,Cargo,4,4,4,34.416667,44.683333,UA
ALUSHTA (UA),2021,10,Cargo,1,1,1,34.416667,44.683333,UA
ALUSHTA (UA),2021,11,Cargo,5,5,5,34.416667,44.683333,UA
ALUSHTA (UA),2021,12,Cargo,10,10,10,34.416667,44.683333,UA
ALUSHTA (UA),2022,1,Cargo,33,33,30,34.416667,44.683333,UA
ALUSHTA (UA),2022,1,Tanker,2,2,2,34.416667,44.683333,UA
ALUSHTA (UA),2022,2,Cargo,8,8,7,34.416667,44.683333,UA
ALUSHTA (UA),2022,3,Tanker,1,1,1,34.416667,44.683333,UA
ALUSHTA (UA),2022,7,Cargo,1,1,1,34.416667,44.683333,UA
ALUSHTA (UA),2022,8,Cargo,1,1,1,34.416667,44.683333,UA
ALUSHTA (UA),2022,10,Cargo,1,1,1,34.416667,44.683333,UA
ANAPA (RU),2021,8,Tanker,3,0,3,37.316667,44.883333,RU
ANAPA (RU),2021,9,Tanker,3,1,3,37.316667,44.883333,RU
ANAPA (RU),2021,10,Tanker,2,0,2,37.316667,44.883333,RU
ANAPA (RU),2021,11,Tanker,3,0,3,37.316667,44.883333,RU
ANAPA (RU),2021,12,Tanker,2,0,2,37.316667,44.883333,RU
ANAPA (RU),2022,1,Tanker,2,0,2,37.316667,44.883333,RU
ANAPA (RU),2022,2,Tanker,5,0,5,37.316667,44.883333,RU
ANAPA (RU),2022,3,Cargo,1,1,1,37.316667,44.883333,RU
ANAPA (RU),2022,3,Tanker,2,0,2,37.316667,44.883333,RU
ANAPA (RU),2022,4,Tanker,2,1,2,37.316667,44.883333,RU
ANAPA (RU),2022,4,Cargo,4,0,4,37.316667,44.883333,RU
ANAPA (RU),2022,6,Tanker,1,0,1,37.316667,44.883333,RU
ANAPA (RU),2022,6,Cargo,1,0,1,37.316667,44.883333,RU
ANAPA (RU),2022,7,Tanker,1,0,1,37.316667,44.883333,RU
ANAPA (RU),2022,7,Cargo,1,0,1,37.316667,44.883333,RU
ANAPA (RU),2022,8,Tanker,3,1,3,37.316667,44.883333,RU
ANAPA (RU),2022,9,Tanker,2,1,2,37.316667,44.883333,RU
ANAPA (RU),2022,10,Tanker,3,1,3,37.316667,44.883333,RU
AS SUWAYS (EG),2021,8,Cargo,676,49,26,32.55,29.966667,EG
AS SUWAYS (EG),2021,8,Tanker,334,2,5,32.55,29.966667,EG
AS SUWAYS (EG),2021,9,Cargo,597,60,40,32.55,29.966667,EG
AS SUWAYS (EG),2021,9,Tanker,313,3,9,32.55,29.966667,EG
AS SUWAYS (EG),2021,10,Cargo,604,58,24,32.55,29.966667,EG
AS SUWAYS (EG),2021,10,Tanker,299,2,13,32.55,29.966667,EG
AS SUWAYS (EG),2021,11,Cargo,680,61,22,32.55,29.966667,EG
AS SUWAYS (EG),2021,11,Tanker,344,11,14,32.55,29.966667,EG
AS SUWAYS (EG),2021,12,Cargo,670,53,30,32.55,29.966667,EG
AS SUWAYS (EG),2021,12,Tanker,334,9,9,32.55,29.966667,EG
AS SUWAYS (EG),2022,1,Cargo,697,48,19,32.55,29.966667,EG
AS SUWAYS (EG),2022,1,Tanker,305,4,5,32.55,29.966667,EG
AS SUWAYS (EG),2022,2,Cargo,717,38,28,32.55,29.966667,EG
AS SUWAYS (EG),2022,2,Tanker,283,5,6,32.55,29.966667,EG
AS SUWAYS (EG),2022,3,Cargo,656,5,19,32.55,29.966667,EG
AS SUWAYS (EG),2022,3,Tanker,366,0,17,32.55,29.966667,EG
AS SUWAYS (EG),2022,4,Cargo,683,3,17,32.55,29.966667,EG
AS SUWAYS (EG),2022,4,Tanker,401,0,25,32.55,29.966667,EG
AS SUWAYS (EG),2022,5,Cargo,697,1,20,32.55,29.966667,EG
AS SUWAYS (EG),2022,5,Tanker,346,0,16,32.55,29.966667,EG
AS SUWAYS (EG),2022,6,Tanker,432,1,30,32.55,29.966667,EG
AS SUWAYS (EG),2022,6,Cargo,698,2,27,32.55,29.966667,EG
AS SUWAYS (EG),2022,7,Tanker,445,0,28,32.55,29.966667,EG
AS SUWAYS (EG),2022,7,Cargo,731,2,41,32.55,29.966667,EG
AS SUWAYS (EG),2022,8,Tanker,414,3,22,32.55,29.966667,EG
AS SUWAYS (EG),2022,8,Cargo,757,5,40,32.55,29.966667,EG
AS SUWAYS (EG),2022,9,Tanker,408,1,25,32.55,29.966667,EG
AS SUWAYS (EG),2022,9,Cargo,711,7,39,32.55,29.966667,EG
AS SUWAYS (EG),2022,10,Cargo,713,10,41,32.55,29.966667,EG
AS SUWAYS (EG),2022,10,Tanker,441,0,19,32.55,29.966667,EG
AZOV (RU),2021,8,Cargo,160,23,160,39.433333,47.1,RU
AZOV (RU),2021,8,Tanker,34,8,34,39.433333,47.1,RU
AZOV (RU),2021,9,Cargo,154,45,154,39.433333,47.1,RU
AZOV (RU),2021,9,Tanker,44,10,44,39.433333,47.1,RU
AZOV (RU),2021,10,Cargo,142,33,142,39.433333,47.1,RU
AZOV (RU),2021,10,Tanker,42,9,42,39.433333,47.1,RU
AZOV (RU),2021,11,Cargo,121,29,121,39.433333,47.1,RU
AZOV (RU),2021,11,Tanker,42,8,42,39.433333,47.1,RU
AZOV (RU),2021,12,Cargo,87,26,87,39.433333,47.1,RU
AZOV (RU),2021,12,Tanker,17,3,17,39.433333,47.1,RU
AZOV (RU),2022,1,Cargo,89,27,89,39.433333,47.1,RU
AZOV (RU),2022,1,Tanker,16,5,16,39.433333,47.1,RU
AZOV (RU),2022,2,Cargo,78,26,78,39.433333,47.1,RU
AZOV (RU),2022,2,Tanker,16,4,16,39.433333,47.1,RU
AZOV (RU),2022,3,Cargo,40,5,40,39.433333,47.1,RU
AZOV (RU),2022,3,Tanker,10,0,10,39.433333,47.1,RU
AZOV (RU),2022,4,Cargo,101,4,101,39.433333,47.1,RU
AZOV (RU),2022,4,Tanker,14,0,14,39.433333,47.1,RU
AZOV (RU),2022,5,Cargo,89,9,89,39.433333,47.1,RU
AZOV (RU),2022,5,Tanker,28,0,28,39.433333,47.1,RU
AZOV (RU),2022,6,Cargo,97,7,97,39.433333,47.1,RU
AZOV (RU),2022,6,Tanker,27,2,27,39.433333,47.1,RU
AZOV (RU),2022,7,Cargo,127,13,127,39.433333,47.1,RU
AZOV (RU),2022,7,Tanker,32,1,32,39.433333,47.1,RU
AZOV (RU),2022,8,Cargo,109,25,109,39.433333,47.1,RU
AZOV (RU),2022,8,Tanker,40,5,40,39.433333,47.1,RU
AZOV (RU),2022,9,Cargo,94,18,94,39.433333,47.1,RU
AZOV (RU),2022,9,Tanker,22,5,22,39.433333,47.1,RU
AZOV (RU),2022,10,Cargo,109,28,109,39.433333,47.1,RU
AZOV (RU),2022,10,Tanker,18,3,18,39.433333,47.1,RU
BALAKLAVA (UA),2021,8,Cargo,1,1,1,33.6,44.5,UA
BALAKLAVA (UA),2021,8,Tanker,1,1,1,33.6,44.5,UA
BALAKLAVA (UA),2021,9,Cargo,2,2,2,33.6,44.5,UA
BALAKLAVA (UA),2021,10,Tanker,1,1,1,33.6,44.5,UA
BALAKLAVA (UA),2021,10,Cargo,1,1,1,33.6,44.5,UA
BALAKLAVA (UA),2021,12,Cargo,1,1,1,33.6,44.5,UA
BALAKLAVA (UA),2022,8,Cargo,1,1,1,33.6,44.5,UA
BEIRA (MZ),2021,8,Tanker,15,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,8,Cargo,34,0,1,34.833333,-19.833333,MZ
BEIRA (MZ),2021,9,Cargo,39,1,1,34.833333,-19.833333,MZ
BEIRA (MZ),2021,9,Tanker,18,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,10,Cargo,40,1,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,10,Tanker,22,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,11,Tanker,17,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,11,Cargo,40,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,12,Cargo,40,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2021,12,Tanker,20,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,1,Tanker,22,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,1,Cargo,36,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,2,Tanker,22,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,2,Cargo,29,0,1,34.833333,-19.833333,MZ
BEIRA (MZ),2022,3,Cargo,32,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,3,Tanker,19,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,4,Cargo,33,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,4,Tanker,21,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,5,Cargo,38,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,5,Tanker,18,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,6,Cargo,37,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,6,Tanker,17,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,7,Cargo,41,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,7,Tanker,14,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,8,Tanker,21,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,8,Cargo,41,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,9,Cargo,49,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,9,Tanker,22,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,10,Cargo,49,0,0,34.833333,-19.833333,MZ
BEIRA (MZ),2022,10,Tanker,22,0,1,34.833333,-19.833333,MZ
BELGOROD-DNESTROVSKY (UA),2021,8,Cargo,1,1,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2021,9,Cargo,1,1,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2021,12,Cargo,2,2,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2022,1,Cargo,2,2,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2022,4,Cargo,1,1,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2022,5,Cargo,1,1,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2022,8,Cargo,4,4,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2022,8,Tanker,1,1,0,30.366667,46.183333,UA
BELGOROD-DNESTROVSKY (UA),2022,10,Cargo,6,6,0,30.366667,46.183333,UA
BERDYANSK (UA),2021,8,Cargo,43,43,43,36.783333,46.75,UA
BERDYANSK (UA),2021,8,Tanker,1,1,1,36.783333,46.75,UA
BERDYANSK (UA),2021,9,Cargo,29,29,29,36.783333,46.75,UA
BERDYANSK (UA),2021,9,Tanker,1,1,1,36.783333,46.75,UA
BERDYANSK (UA),2021,10,Cargo,31,31,30,36.783333,46.75,UA
BERDYANSK (UA),2021,10,Tanker,2,2,2,36.783333,46.75,UA
BERDYANSK (UA),2021,11,Cargo,20,20,16,36.783333,46.75,UA
BERDYANSK (UA),2021,12,Cargo,16,16,11,36.783333,46.75,UA
BERDYANSK (UA),2021,12,Tanker,1,1,1,36.783333,46.75,UA
BERDYANSK (UA),2022,1,Tanker,1,1,0,36.783333,46.75,UA
BERDYANSK (UA),2022,1,Cargo,26,26,16,36.783333,46.75,UA
BERDYANSK (UA),2022,2,Cargo,24,24,19,36.783333,46.75,UA
BERDYANSK (UA),2022,3,Cargo,4,4,4,36.783333,46.75,UA
BERDYANSK (UA),2022,9,Cargo,1,1,1,36.783333,46.75,UA
BESHAYER OIL TERMINAL (SD),2021,8,Cargo,14,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,8,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,9,Cargo,13,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,9,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,10,Cargo,8,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,10,Tanker,2,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,11,Cargo,11,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,11,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,12,Cargo,13,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2021,12,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,1,Cargo,13,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,1,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,2,Tanker,2,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,2,Cargo,9,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,3,Cargo,9,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,3,Tanker,2,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,4,Cargo,12,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,4,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,5,Cargo,11,1,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,5,Tanker,2,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,6,Cargo,14,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,6,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,7,Cargo,10,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,7,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,8,Cargo,8,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,8,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,9,Cargo,6,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,9,Tanker,1,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,10,Cargo,5,0,0,37.316667,19.4,SD
BESHAYER OIL TERMINAL (SD),2022,10,Tanker,1,0,0,37.316667,19.4,SD
BUR SAFAGA (EG),2021,8,Tanker,3,0,0,33.95,26.733333,EG
BUR SAFAGA (EG),2021,8,Cargo,9,0,1,33.95,26.733333,EG
BUR SAFAGA (EG),2021,9,Cargo,11,0,1,33.95,26.733333,EG
BUR SAFAGA (EG),2021,10,Cargo,15,0,0,33.95,26.733333,EG
BUR SAFAGA (EG),2021,10,Tanker,1,0,0,33.95,26.733333,EG
BUR SAFAGA (EG),2021,11,Cargo,17,1,1,33.95,26.733333,EG
BUR SAFAGA (EG),2021,11,Tanker,2,0,0,33.95,26.733333,EG
BUR SAFAGA (EG),2021,12,Cargo,9,0,1,33.95,26.733333,EG
BUR SAFAGA (EG),2022,1,Cargo,12,1,1,33.95,26.733333,EG
BUR SAFAGA (EG),2022,2,Cargo,14,2,1,33.95,26.733333,EG
BUR SAFAGA (EG),2022,3,Cargo,16,0,0,33.95,26.733333,EG
BUR SAFAGA (EG),2022,3,Tanker,1,0,0,33.95,26.733333,EG
